dataset,study,n_estimators,max_depth,test_accuracy,oob_accuracy
adult,n_estimators,169,12.0,0.8458333333333333,0.8416666666666667
adult,n_estimators,170,12.0,0.8458333333333333,0.8416666666666667
adult,n_estimators,171,12.0,0.8458333333333333,0.841875
adult,n_estimators,172,12.0,0.8458333333333333,0.8410416666666667
adult,n_estimators,173,12.0,0.8475,0.8410416666666667
adult,n_estimators,174,12.0,0.8475,0.8402083333333333
adult,n_estimators,175,12.0,0.8475,0.8404166666666667
adult,n_estimators,176,12.0,0.8466666666666667,0.8404166666666667
adult,n_estimators,177,12.0,0.8475,0.8402083333333333
adult,n_estimators,178,12.0,0.8483333333333334,0.8402083333333333
adult,n_estimators,179,12.0,0.8475,0.8404166666666667
adult,n_estimators,180,12.0,0.8483333333333334,0.8404166666666667
adult,n_estimators,181,12.0,0.8466666666666667,0.8404166666666667
adult,n_estimators,182,12.0,0.8466666666666667,0.840625
adult,n_estimators,183,12.0,0.8466666666666667,0.8402083333333333
adult,n_estimators,184,12.0,0.8466666666666667,0.8402083333333333
adult,n_estimators,185,12.0,0.8466666666666667,0.8404166666666667
adult,n_estimators,186,12.0,0.8466666666666667,0.840625
adult,n_estimators,187,12.0,0.8466666666666667,0.840625
adult,n_estimators,188,12.0,0.8466666666666667,0.8404166666666667
adult,n_estimators,189,12.0,0.8458333333333333,0.840625
adult,n_estimators,190,12.0,0.8458333333333333,0.8410416666666667
adult,n_estimators,191,12.0,0.8458333333333333,0.8410416666666667
adult,n_estimators,192,12.0,0.8458333333333333,0.8414583333333333
adult,n_estimators,193,12.0,0.8458333333333333,0.8410416666666667
adult,n_estimators,194,12.0,0.8466666666666667,0.8414583333333333
adult,n_estimators,195,12.0,0.8458333333333333,0.8416666666666667
adult,n_estimators,196,12.0,0.8458333333333333,0.841875
adult,n_estimators,197,12.0,0.8458333333333333,0.841875
adult,n_estimators,198,12.0,0.8458333333333333,0.8416666666666667
adult,n_estimators,199,12.0,0.8458333333333333,0.84125
adult,n_estimators,200,12.0,0.8458333333333333,0.8408333333333333
adult,max_depth,100,1.0,0.7525,
adult,max_depth,100,2.0,0.7608333333333334,
adult,max_depth,100,3.0,0.7966666666666666,
adult,max_depth,100,4.0,0.815,
adult,max_depth,100,5.0,0.8341666666666666,
adult,max_depth,100,6.0,0.8308333333333333,
adult,max_depth,100,7.0,0.8366666666666667,
adult,max_depth,100,8.0,0.8441666666666666,
adult,max_depth,100,9.0,0.8441666666666666,
adult,max_depth,100,10.0,0.845,
adult,max_depth,100,11.0,0.8433333333333334,
adult,max_depth,100,12.0,0.845,
adult,max_depth,100,13.0,0.8466666666666667,
adult,max_depth,100,14.0,0.845,
adult,max_depth,100,15.0,0.8516666666666667,
adult,max_depth,100,16.0,0.8475,
adult,max_depth,100,17.0,0.8475,
adult,max_depth,100,18.0,0.8508333333333333,
adult,max_depth,100,19.0,0.8508333333333333,
adult,max_depth,100,20.0,0.8533333333333334,
covertype,n_estimators,1,12.0,0.5141666666666667,0.4940374787052811
covertype,n_estimators,2,12.0,0.6083333333333333,0.5493103448275862
covertype,n_estimators,3,12.0,0.6408333333333334,0.5451773835920177
